Date/Time,Average Real Power (W)
08/02/2023 10:45 AM EDT,"3,446"
08/02/2023 10:50 AM EDT,"3,542"
08/02/2023 10:55 AM EDT,"3,603"
08/02/2023 11:00 AM EDT,"3,670"
08/02/2023 11:05 AM EDT,"3,737"
08/02/2023 11:10 AM EDT,"3,829"
08/02/2023 11:15 AM EDT,"3,930"
08/02/2023 11:20 AM EDT,"4,011"
08/02/2023 11:25 AM EDT,"4,029"
08/02/2023 11:30 AM EDT,"4,090"
08/02/2023 11:35 AM EDT,"4,144"
08/02/2023 11:40 AM EDT,"4,192"
08/02/2023 11:45 AM EDT,"4,212"
08/02/2023 11:50 AM EDT,"4,299"
08/02/2023 11:55 AM EDT,"4,354"
08/02/2023 12:00 PM EDT,"4,398"
08/02/2023 12:05 PM EDT,"4,449"
08/02/2023 12:10 PM EDT,"4,499"
08/02/2023 12:15 PM EDT,"4,536"
08/02/2023 12:20 PM EDT,"4,546"
08/02/2023 12:25 PM EDT,"4,571"
08/02/2023 12:30 PM EDT,"4,568"
08/02/2023 12:35 PM EDT,"4,578"
08/02/2023 12:40 PM EDT,"4,513"
08/02/2023 12:45 PM EDT,"4,554"
08/02/2023 12:50 PM EDT,"4,546"
08/02/2023 12:55 PM EDT,"4,527"
08/02/2023 01:00 PM EDT,"4,533"
08/02/2023 01:05 PM EDT,"4,547"
08/02/2023 01:10 PM EDT,"4,554"
08/02/2023 01:15 PM EDT,"4,527"
08/02/2023 01:20 PM EDT,"4,551"
08/02/2023 01:25 PM EDT,"4,571"
08/02/2023 01:30 PM EDT,"4,540"
08/02/2023 01:35 PM EDT,"4,514"
08/02/2023 01:40 PM EDT,"4,486"
08/02/2023 01:45 PM EDT,"4,508"
08/02/2023 01:50 PM EDT,"4,536"
08/02/2023 01:55 PM EDT,"4,531"
08/02/2023 02:00 PM EDT,"4,495"
08/02/2023 02:05 PM EDT,"4,457"
08/02/2023 02:10 PM EDT,"4,417"
08/02/2023 02:15 PM EDT,"4,383"
08/02/2023 02:20 PM EDT,"4,363"
08/02/2023 02:25 PM EDT,"4,367"
08/02/2023 02:30 PM EDT,"4,292"
08/02/2023 02:35 PM EDT,"4,258"
08/02/2023 02:40 PM EDT,"4,257"
08/02/2023 02:45 PM EDT,"4,228"
08/02/2023 02:50 PM EDT,"4,151"
08/02/2023 02:55 PM EDT,"4,058"
08/02/2023 03:00 PM EDT,"3,979"
08/02/2023 03:05 PM EDT,"3,927"
08/02/2023 03:10 PM EDT,"3,900"
08/02/2023 03:15 PM EDT,"3,887"
08/02/2023 03:20 PM EDT,"3,836"
08/02/2023 03:25 PM EDT,"3,754"
08/02/2023 03:30 PM EDT,"3,687"
08/02/2023 03:35 PM EDT,"3,658"
08/02/2023 03:40 PM EDT,"3,648"
08/02/2023 03:45 PM EDT,"3,622"
08/02/2023 03:50 PM EDT,"3,564"
08/02/2023 03:55 PM EDT,"3,490"
08/02/2023 04:00 PM EDT,"3,424"
08/02/2023 04:05 PM EDT,"3,332"
08/02/2023 04:10 PM EDT,"3,259"
08/02/2023 04:15 PM EDT,"3,244"
08/02/2023 04:20 PM EDT,"3,203"
08/02/2023 04:25 PM EDT,"3,122"
08/02/2023 04:30 PM EDT,"3,031"
08/02/2023 04:35 PM EDT,"2,942"
08/02/2023 04:40 PM EDT,"2,855"
08/02/2023 04:45 PM EDT,"2,770"
08/02/2023 04:50 PM EDT,"2,673"
08/02/2023 04:55 PM EDT,"2,544"
08/02/2023 05:00 PM EDT,"2,461"
08/02/2023 05:05 PM EDT,"2,335"
08/02/2023 05:10 PM EDT,"2,215"
08/02/2023 05:15 PM EDT,"2,089"
08/02/2023 05:20 PM EDT,"1,960"
08/02/2023 05:25 PM EDT,"1,869"
08/02/2023 05:30 PM EDT,"1,863"
08/02/2023 05:35 PM EDT,"1,858"
08/02/2023 05:40 PM EDT,"1,666"
08/02/2023 05:45 PM EDT,"1,357"
08/02/2023 05:50 PM EDT,"1,068"
08/02/2023 05:55 PM EDT,783
08/02/2023 06:00 PM EDT,524
08/02/2023 06:05 PM EDT,458
08/02/2023 06:10 PM EDT,534
08/02/2023 06:15 PM EDT,615
08/02/2023 06:20 PM EDT,596
08/02/2023 06:25 PM EDT,552
08/02/2023 06:30 PM EDT,540
08/02/2023 06:35 PM EDT,471
08/02/2023 06:40 PM EDT,346
08/02/2023 06:45 PM EDT,378
08/02/2023 06:50 PM EDT,370
08/02/2023 06:55 PM EDT,295
08/02/2023 07:00 PM EDT,242
08/02/2023 07:05 PM EDT,196
08/02/2023 07:10 PM EDT,150
08/02/2023 07:15 PM EDT,130
08/02/2023 07:20 PM EDT,130
08/02/2023 07:25 PM EDT,117
08/02/2023 07:30 PM EDT,100
08/02/2023 07:35 PM EDT,88
08/02/2023 07:40 PM EDT,54
08/02/2023 07:45 PM EDT,35
08/02/2023 07:50 PM EDT,21
08/02/2023 07:55 PM EDT,14
08/02/2023 08:00 PM EDT,7
08/02/2023 08:05 PM EDT,4
08/02/2023 08:10 PM EDT,6
08/02/2023 08:15 PM EDT,7
08/02/2023 08:20 PM EDT,1
08/02/2023 08:25 PM EDT,0
08/02/2023 08:30 PM EDT,0
08/02/2023 08:35 PM EDT,0
08/02/2023 08:40 PM EDT,0
08/02/2023 08:45 PM EDT,0
08/02/2023 08:50 PM EDT,0
08/02/2023 08:55 PM EDT,0
08/02/2023 09:00 PM EDT,0
08/02/2023 09:05 PM EDT,0
08/02/2023 09:10 PM EDT,0
08/02/2023 09:15 PM EDT,0
08/02/2023 09:20 PM EDT,0
08/02/2023 09:25 PM EDT,0
08/02/2023 09:30 PM EDT,0
08/02/2023 09:35 PM EDT,0
08/02/2023 09:40 PM EDT,0
08/02/2023 09:45 PM EDT,0
08/02/2023 09:50 PM EDT,0
08/02/2023 09:55 PM EDT,0
08/02/2023 10:00 PM EDT,0
08/02/2023 10:05 PM EDT,0
08/02/2023 10:10 PM EDT,0
08/02/2023 10:15 PM EDT,0
08/02/2023 10:20 PM EDT,0
08/02/2023 10:25 PM EDT,0
08/02/2023 10:30 PM EDT,0
08/02/2023 10:35 PM EDT,0
08/02/2023 10:40 PM EDT,0
08/02/2023 10:45 PM EDT,0
08/02/2023 10:50 PM EDT,0
08/02/2023 10:55 PM EDT,0
08/02/2023 11:00 PM EDT,0
08/02/2023 11:05 PM EDT,0
08/02/2023 11:10 PM EDT,0
08/02/2023 11:15 PM EDT,0
08/02/2023 11:20 PM EDT,0
08/02/2023 11:25 PM EDT,0
08/02/2023 11:30 PM EDT,0
08/02/2023 11:35 PM EDT,0
08/02/2023 11:40 PM EDT,0
08/02/2023 11:45 PM EDT,0
08/02/2023 11:50 PM EDT,0
08/02/2023 11:55 PM EDT,0
08/03/2023 12:00 AM EDT,0
08/03/2023 12:05 AM EDT,0
08/03/2023 12:10 AM EDT,0
08/03/2023 12:15 AM EDT,0
08/03/2023 12:20 AM EDT,0
08/03/2023 12:25 AM EDT,0
08/03/2023 12:30 AM EDT,0
08/03/2023 12:35 AM EDT,0
08/03/2023 12:40 AM EDT,0
08/03/2023 12:45 AM EDT,0
08/03/2023 12:50 AM EDT,0
08/03/2023 12:55 AM EDT,0
08/03/2023 01:00 AM EDT,0
08/03/2023 01:05 AM EDT,0
08/03/2023 01:10 AM EDT,0
08/03/2023 01:15 AM EDT,0
08/03/2023 01:20 AM EDT,0
08/03/2023 01:25 AM EDT,0
08/03/2023 01:30 AM EDT,0
08/03/2023 01:35 AM EDT,0
08/03/2023 01:40 AM EDT,0
08/03/2023 01:45 AM EDT,0
08/03/2023 01:50 AM EDT,0
08/03/2023 01:55 AM EDT,0
08/03/2023 02:00 AM EDT,0
08/03/2023 02:05 AM EDT,0
08/03/2023 02:10 AM EDT,0
08/03/2023 02:15 AM EDT,0
08/03/2023 02:20 AM EDT,0
08/03/2023 02:25 AM EDT,0
08/03/2023 02:30 AM EDT,0
08/03/2023 02:35 AM EDT,0
08/03/2023 02:40 AM EDT,0
08/03/2023 02:45 AM EDT,0
08/03/2023 02:50 AM EDT,0
08/03/2023 02:55 AM EDT,0
